,N_S,N_W,S_N,S_W,W_N,W_S
834,26.799164,6.203039,40.686756,2.144708,15.744663,5.561915
835,25.204208,5.9417977,38.882126,2.2780828,15.065569,5.6791034
836,25.316046,6.1471767,38.761963,2.3181295,15.285163,5.887881
837,25.911726,6.2455335,39.09605,2.63411,15.452842,6.036072
838,26.594645,6.637814,39.684673,2.7610064,15.448092,5.9409637
839,26.239006,6.746153,39.42025,2.817963,15.205727,5.847811
840,25.60414,6.8590207,39.34077,2.826799,14.761317,5.562835
841,25.416142,6.874927,39.092186,2.7538836,14.344652,5.366523
842,25.75373,7.425721,39.342243,2.828543,14.287864,5.1834726
843,25.87573,7.772615,39.81075,2.9454708,14.0082245,4.97128
844,25.91707,8.531431,40.46443,2.9337964,13.71123,4.6660104
845,25.876291,9.27872,41.313793,2.7974331,13.482198,4.5984864
846,25.645247,9.901519,42.434555,2.6345732,13.275665,4.4878144
847,26.139301,10.246659,43.186546,2.4188864,13.345694,4.273516
848,26.24839,10.230657,43.911057,2.3209307,13.173442,4.0495725
849,26.364872,10.385244,44.049213,2.162059,12.873681,3.8708963
850,25.866993,10.302921,42.92849,2.159945,12.365128,3.9201272
851,24.99161,9.9345045,41.38897,2.1159039,11.807756,3.9652302
852,25.517094,9.873395,40.58951,2.0048888,12.021988,4.209475
853,27.747631,9.779239,41.082024,2.1334705,13.117363,4.9779296
854,28.856768,10.102945,41.220116,2.3172479,13.732393,5.3211265
855,29.539028,10.107607,41.30191,2.4849632,14.271118,5.5379896
856,29.298092,10.156088,41.1536,2.4869077,14.378843,5.9337907
857,28.535137,9.844681,40.34535,2.4801307,14.064082,6.19463
858,27.446741,9.477099,40.038177,2.3709862,13.651958,6.1603503
859,27.031044,9.095644,40.065315,2.299262,13.502033,6.305821
860,27.354095,8.881785,40.743763,2.2555902,14.030379,6.2366695
861,26.940413,8.850951,40.56292,2.1845183,14.098404,6.3574243
862,27.197186,9.371716,41.095867,2.1952982,14.523168,6.220736
863,27.450686,9.582932,41.023174,2.161585,14.638561,5.8897815
864,27.0965,9.578529,40.843906,2.102721,14.424547,5.501314
865,26.677885,9.327455,39.73693,2.0305436,13.856413,5.3354406
866,26.282074,9.453771,39.32678,2.0020335,13.424172,5.1207924
867,25.410986,9.213088,38.06137,2.0037436,12.844494,5.03612
868,25.515144,9.438351,37.86943,1.9770101,13.174381,5.0361094
869,25.047274,9.611742,37.330135,1.9340019,13.053756,4.8523912
870,25.032505,9.461677,37.274387,2.113694,12.767122,4.8545017
871,25.298761,9.212202,37.30886,2.2390208,12.783427,4.8224363
872,25.45883,8.842832,37.585342,2.3270335,12.77418,5.092395
873,25.453066,8.332474,37.14622,2.434617,12.568169,5.3691397
874,25.741302,8.279008,37.07025,2.550012,12.644996,5.341897
875,25.346823,8.071938,36.49811,2.8099997,12.382902,5.224517
876,25.874376,8.744171,36.62898,3.25391,12.582821,5.0524116
877,26.508009,9.010417,36.633938,3.643567,12.911674,5.050151
878,26.616264,8.897581,36.01237,3.7668376,12.769003,5.2092934
879,27.099611,8.94461,35.88493,3.7599826,12.922673,5.260249
880,28.614077,9.548753,37.103455,4.2042294,13.860264,5.4494553
881,29.653465,10.00743,38.485798,4.346437,14.899175,5.459085
882,30.493814,10.291103,39.772774,4.5314326,15.490379,5.360197
883,31.595455,11.480369,42.201447,4.8404374,16.403416,5.743689
884,32.080196,12.333034,43.43564,4.978099,16.593248,5.80329
885,32.169357,13.272083,44.420567,4.8893833,16.80486,5.6678257
886,31.733023,13.44528,44.086746,4.610554,17.076815,5.4625926
887,30.793646,13.53062,43.932285,4.560252,16.902378,5.319019
888,30.094662,13.049797,43.34145,4.2723927,16.402477,5.668473
889,30.076378,12.759626,43.1942,3.9108722,15.924911,5.6603823
890,31.2339,12.098899,43.483467,3.6870995,15.999334,6.148787
891,31.498158,11.377089,43.780994,3.5621226,15.689443,6.678357
892,32.128944,11.361573,44.53569,3.511945,15.967544,7.043549
893,32.547512,11.003782,44.883484,3.407284,16.207884,7.078634
894,33.444508,10.639025,45.63994,3.224352,17.181372,6.804992
895,33.04122,10.147259,45.400692,2.9596338,17.29675,6.3990602
896,32.12728,9.567444,44.792175,2.8091888,16.877642,6.073708
897,31.488428,9.190799,44.65112,2.7390466,16.462334,6.027873
898,30.853107,8.807823,45.140724,2.7706058,16.20474,5.8003106
899,30.37193,8.695456,45.7521,2.9158237,16.213055,5.4026413
900,30.342697,8.378605,45.677013,3.078423,16.161043,5.183268
901,31.605095,8.733795,46.93282,3.4503603,17.112389,5.964842
902,33.51178,9.911853,48.833965,3.6194215,18.61037,6.401667
903,34.187157,10.627392,49.67676,3.7066312,19.137058,6.414532
904,34.28343,10.760439,49.365364,3.7890646,19.1023,6.404282
905,32.992702,10.439215,47.27928,3.6973145,18.90093,6.426401
906,31.849651,9.988724,45.0344,3.5587304,18.778622,6.217889
907,30.833832,9.55387,42.79536,3.301439,18.410456,5.930425
908,29.868433,9.198828,40.650402,3.0301714,17.954954,5.859636
909,28.440166,8.6667185,38.300316,2.7234013,17.12984,5.579486
910,28.032818,8.612249,37.022545,2.4616888,17.068092,5.3798013
911,27.535963,8.382199,35.592472,2.1988106,16.765278,5.09345
912,27.78364,8.519783,35.033585,1.9546905,17.134872,4.818558
913,27.209988,8.426886,33.899426,1.7752953,16.787964,4.4510326
914,26.674446,8.450397,33.504196,1.780025,16.427809,4.2052164
915,26.31879,8.531195,33.64512,1.7154094,16.244795,3.9217858
916,25.844004,8.382365,33.47469,1.6157174,15.671102,3.7556596
917,26.206978,8.265362,33.526936,1.6336602,15.743536,3.5841644
918,26.142603,8.103236,33.296967,1.630445,15.680045,3.3510172
919,26.472906,8.0820465,33.351658,1.6651313,15.994845,3.127052
920,26.855341,7.977424,33.385593,1.7235413,15.974498,2.8934357
921,26.719149,7.743894,32.941353,1.7466242,15.753184,2.6972759
922,26.603483,7.5428133,32.302517,1.8847507,15.557301,2.5348392
923,27.68705,7.456935,32.22327,1.9013271,16.249123,2.4014435
924,28.121838,7.2711244,31.759182,1.8868486,16.538029,2.358876
925,28.60271,7.296918,31.15508,1.9003924,16.731974,2.3753715
926,29.385088,7.219962,30.789156,1.8381726,17.111904,2.327611
927,30.236929,7.0773644,30.787243,1.734374,17.582224,2.3821278
928,29.917046,6.9945703,30.370317,1.6521995,17.308912,2.4594254
929,29.174442,6.9019027,29.763933,1.5890267,16.614124,2.439267
930,29.10086,7.120071,29.650797,1.5422266,16.369463,2.4685287
931,28.692335,7.5205913,29.64481,1.5532545,15.778959,2.5694969
932,28.00738,7.9744635,30.093641,1.5556014,15.14501,2.7565765
933,27.921658,8.074132,30.268888,1.5110528,14.584374,2.8987179
934,28.07922,8.000703,30.926136,1.4408511,14.606045,3.0073051
935,27.803316,7.9774513,31.409178,1.3979894,14.515801,3.0077465
936,28.179848,8.117088,31.84534,1.3750587,14.58736,2.9801943
937,28.284285,8.239653,32.304054,1.3664778,14.604862,2.9360964
938,28.245316,8.542595,32.767864,1.36825,14.850572,2.816904
939,28.649313,8.623851,33.31972,1.4633908,15.331786,2.6623626
940,29.131079,8.931533,33.784317,1.5237995,15.852795,2.4997594
941,28.789333,9.030228,33.5417,1.6512058,15.698,2.4713838
942,28.34453,8.98947,33.191116,1.67552,15.392653,2.39218
943,28.548882,8.961936,32.88674,1.6782757,15.460696,2.288943
944,28.375248,8.807569,32.497353,1.6237687,15.420104,2.3073783
945,27.845331,8.512277,32.302723,1.5790409,14.942807,2.4048913
946,27.619514,8.446209,32.264908,1.5032611,14.571195,2.4667003
947,27.017485,8.956457,32.309277,1.4954762,14.149532,2.5453014
948,26.322052,9.7296,32.4478,1.5772971,13.623362,2.5205781
949,26.392859,9.933831,32.68427,1.6699364,13.474019,2.5032303
950,25.842615,10.147209,33.1871,1.8577238,13.089935,2.4288092
951,25.23437,10.149716,33.31781,2.0523162,12.721589,2.354213
952,25.756815,10.251697,34.050495,2.1944623,13.411645,2.3502529
953,25.688387,10.144441,33.93867,2.2961621,13.435877,2.3907945
954,25.608921,10.206574,34.1236,2.4620671,13.5213585,2.4188406
955,25.004902,9.932158,33.788788,2.4647794,13.291984,2.4791422
956,25.285488,10.00012,33.994644,2.364749,13.531649,2.599512
957,25.423792,10.420128,34.30478,2.2989345,13.647446,2.6288807
958,26.265766,11.794149,35.13796,2.1633623,14.566957,2.6383603
959,27.157549,12.383278,35.327488,2.0857916,15.01264,2.6346142
960,28.306246,12.542597,35.775433,2.0011935,15.479602,2.6229992
961,29.66031,12.523261,36.81605,2.011336,16.62103,2.6912975
962,30.618786,12.315646,37.95858,2.1285434,16.94806,2.8065448
963,32.141785,12.395332,39.438503,2.263685,18.129599,2.8593354
964,32.562145,11.964454,40.097656,2.3060987,18.395857,3.0039477
965,32.812042,11.808302,40.524208,2.2869928,18.37951,3.1529715
966,31.663248,11.348895,40.162113,2.372086,17.789427,3.1701136
967,31.233393,10.7240095,40.33592,2.472583,17.697422,3.1872845
968,30.357222,10.091913,39.84254,2.4337168,17.241497,3.2471251
969,29.72644,9.977838,39.81392,2.3547957,17.109013,3.2044835
970,29.42267,9.862484,39.276302,2.2081015,16.838337,3.1829214
971,29.14735,10.043597,39.16419,2.1200423,16.656338,3.2650728
972,29.317938,9.91371,39.567623,1.9814601,16.796375,3.2730262
973,29.685701,9.840741,39.998005,1.9106963,16.86555,3.236578
974,30.25067,9.903344,40.40324,1.9785295,16.968212,3.13718
975,29.997108,9.82897,40.212837,1.9447424,16.426403,3.126948
976,29.505316,10.320437,40.3059,1.9444906,15.833985,3.0483894
977,29.08517,10.423661,39.93763,1.9170734,15.097435,3.0121844
978,28.860573,10.740474,39.82691,1.8295636,14.723356,3.0466065
979,28.738771,10.627109,39.159286,1.7992327,14.250468,3.1709826
980,28.905724,10.533735,39.17776,1.7169195,13.849056,3.3945622
981,28.452585,10.165975,39.14418,1.695546,13.213029,3.721613
982,28.85048,10.036787,40.010036,1.6254741,13.268606,4.0011168
983,28.231165,9.610059,40.09573,1.6164322,12.947751,4.0505877
984,28.980385,9.340815,41.037544,1.7379916,13.4808855,4.0936704
985,29.197361,8.862197,41.384438,1.8481575,13.6843195,4.384963
986,29.454649,8.276234,41.787758,1.9476402,13.854433,4.6572886
987,29.884298,7.94332,42.3708,1.9859179,13.947141,4.712958
988,29.57948,7.7939715,43.026596,2.0774426,13.69552,4.6803346
989,29.591206,7.84525,43.823082,2.1986127,13.541279,4.6392922
990,29.298285,7.6790147,43.740932,2.3341255,13.15199,4.7959847
991,29.418678,8.282021,44.443584,2.4730268,13.295427,5.015257
992,29.031773,8.454633,44.9511,2.5578969,13.077987,5.214768
993,28.1334,8.569157,44.654778,2.6043537,12.60729,5.14806
994,27.01836,9.0079,43.80247,2.6237233,12.008182,4.96783
995,25.976711,9.206763,42.999805,2.6248157,11.449787,4.682931
996,25.159218,9.441307,41.830025,2.710443,10.862449,4.5288873
997,23.949883,9.418333,40.480885,2.6954055,10.694706,4.3226986
998,22.86873,10.042162,40.006813,2.7190437,10.398771,4.2356057
999,22.153048,10.569312,39.533165,2.664596,10.042654,4.0142384
1000,22.404465,10.962788,39.61916,2.5183594,10.208187,3.7988565
1001,23.041294,11.063721,39.6783,2.4168868,10.152238,3.6826499
1002,23.16535,11.210727,39.682983,2.2997146,9.965628,3.4761002
1003,22.686985,10.913521,39.049725,2.1802535,9.783904,3.262144
1004,23.259974,10.812148,39.5156,2.114004,10.105426,3.0895493
1005,23.492226,10.53806,39.608334,2.0373714,10.156357,2.8848708
1006,24.391659,10.470082,40.257847,2.052379,10.889033,2.7783244
1007,25.63107,10.065082,39.981792,1.9834621,11.350848,2.7365994
1008,25.694204,9.628255,39.264023,1.8674482,11.626616,2.7804441
1009,25.559978,9.676836,39.19745,1.7298661,11.828418,2.8324215
1010,26.55168,9.852788,39.89996,1.7157707,12.384747,2.8873866
1011,26.591043,9.664999,39.448727,1.689889,12.427014,2.8292592
1012,27.72591,9.420551,39.658596,1.7070817,13.477858,2.8598034
1013,28.044071,8.988504,39.57392,1.660117,13.947399,3.0367482
1014,28.03473,8.449278,38.596355,1.6188899,13.898666,3.1143196
1015,28.770142,8.174384,38.620632,1.5425265,14.557224,3.2643037
1016,28.868395,7.7507086,37.689507,1.489619,14.565624,3.4996786
1017,29.06104,7.896932,37.34123,1.4547313,14.786782,3.8294544
1018,28.901583,7.831144,36.4027,1.4339343,14.596921,3.9612372
1019,28.132494,7.6771703,36.219425,1.4235967,14.1730385,3.9661493
1020,27.002127,7.3556514,35.380257,1.4646369,13.533871,3.8917003
1021,26.787888,7.698831,35.673267,1.4489201,13.501812,3.7330282
1022,26.410316,7.669011,35.241215,1.4403446,13.114321,3.612243
1023,25.801771,7.5288057,35.44365,1.4369196,12.814369,3.4399207
1024,25.190065,7.236805,34.695084,1.3961296,12.333549,3.2836678
1025,24.846136,6.982656,34.179913,1.3748791,11.888262,3.0773993
1026,24.248589,6.9210815,33.543476,1.3672011,11.358537,2.856012
1027,24.05382,7.287487,33.397243,1.4120166,11.129895,2.7021496
1028,23.705448,7.3407903,32.813263,1.4439367,10.757836,2.5366135
1029,23.661936,7.6252575,32.894997,1.4665564,10.596048,2.4330835
1030,22.955095,7.6057954,32.25007,1.57195,10.480858,2.371975
1031,22.668283,7.5580635,31.885328,1.6812605,10.403875,2.3078773
1032,22.019762,7.3346596,31.48265,1.6943375,10.171846,2.277357
1033,21.28502,7.136677,31.103306,1.6462301,9.88391,2.2679636
1034,21.983961,7.607614,31.737175,1.694006,10.443345,2.2408414
1035,22.24971,7.7389083,31.827335,1.7575998,10.694905,2.2716534
1036,21.957155,8.212442,31.580778,1.8304209,10.721258,2.2396283
1037,22.077028,8.247966,31.11009,1.8576825,10.539159,2.3951812
1038,22.409285,8.196807,31.502464,1.8543273,10.95618,2.456723
1039,23.844458,7.9943213,32.492783,1.8790717,11.906676,2.5798926
1040,25.23096,7.621297,32.860134,1.9213703,12.265235,2.6122398
1041,25.668781,7.4847164,33.58316,2.0195198,12.429034,2.5892253
1042,25.483902,7.1794753,33.34751,2.0060704,12.220577,2.5044155
1043,26.205795,7.137612,33.678658,2.017104,12.5740185,2.619491
1044,25.723362,6.910092,33.296867,2.088716,12.790111,2.6441762
1045,25.277271,6.7550488,33.610764,2.0534701,12.758886,2.5824854
1046,25.519602,6.602603,33.774395,1.99855,12.799567,2.5063715
1047,25.735764,6.4903665,34.28921,2.0272644,12.950371,2.42692
1048,25.492659,6.441728,34.451645,2.0132437,12.71797,2.4570477
1049,26.134678,6.2704926,34.76246,1.928251,12.818872,2.4745696
1050,26.113861,6.338279,34.83832,1.894962,12.609083,2.4497669
1051,26.113638,6.418435,34.980053,1.8494246,12.686929,2.4358492
1052,26.800167,6.542727,35.8322,1.799507,13.046194,2.815439
1053,27.046677,6.5020742,35.6078,1.8870692,12.920948,2.9535587
1054,27.144878,6.421038,35.749672,2.0598276,13.185775,3.0137649
1055,27.26977,6.398647,35.85825,2.18625,13.120164,3.0640912
1056,26.836243,6.2728543,35.31214,2.278037,12.799972,3.1049747
1057,27.134,6.2593985,35.71761,2.2458076,12.936121,3.2774959
1058,27.203426,6.12594,35.95994,2.371064,12.695033,3.2662587
1059,28.561201,6.050821,36.68696,2.5435092,13.66063,3.181684
1060,28.969198,6.080696,36.42531,2.5441375,13.910276,3.0560246
1061,28.621862,6.0310383,36.535416,2.4370072,13.7545,2.9474723
1062,28.167555,5.933386,36.266586,2.408138,13.49764,2.8958764
1063,28.417542,6.1813407,36.77807,2.6217387,13.704055,2.7732444
1064,27.905073,6.205826,36.422523,2.6842384,13.728644,2.764496
1065,27.646341,6.461174,35.673435,2.7550216,13.547504,2.9196382
1066,27.172928,6.783455,35.383972,2.7248194,13.280632,3.03294
1067,27.041248,6.911741,34.951836,2.6846392,12.877499,3.208809
1068,27.180925,6.8789515,35.115387,2.6405313,12.812057,3.2382433
1069,27.248224,6.837985,35.544167,2.7412443,12.684713,3.259877
1070,28.028675,6.858139,36.027065,2.730176,12.735089,3.413796
1071,28.52019,7.0736456,36.636814,2.6063135,12.789102,3.6441483
1072,29.801926,7.4384456,38.090233,2.5129893,13.821615,3.6816635
1073,29.828762,7.8718286,39.146255,2.4443727,14.250357,3.643034
1074,30.80352,8.364892,40.509457,2.5858898,15.545826,3.4861157
1075,30.760447,8.470739,41.17698,2.6084855,15.883341,3.4690611
1076,29.576578,8.285076,40.56796,2.6098888,16.10192,3.36647
1077,28.572744,8.037344,40.17763,2.546284,16.127213,3.256929
1078,27.216375,8.007434,40.170616,2.4452763,15.70388,3.0798345
1079,25.768816,7.7528286,38.81711,2.2800393,15.089794,2.9401922
1080,23.944983,7.6125116,37.81602,2.0846128,14.360102,3.0035276
1081,23.787071,7.732926,38.04395,2.0167663,14.997112,3.1468832
1082,24.499825,8.121587,38.56816,1.9881715,15.6996,3.126946
1083,24.507788,8.225446,38.99105,2.0812402,15.9554615,3.0814521
1084,25.803738,8.347735,40.076057,2.1551511,17.121666,2.9524398
1085,26.04379,8.237801,39.762302,2.1181774,17.326906,2.7819848
1086,26.26243,7.9823318,38.9271,2.153345,17.33429,2.6313322
1087,27.103281,7.8352065,38.67295,2.1860924,18.026728,2.471979
1088,27.201122,7.547357,37.7129,2.1676807,17.966805,2.3440228
1089,26.353792,7.2432566,36.58304,2.1674163,17.284918,2.213004
1090,24.966724,6.9759707,35.402782,2.1296656,16.282207,2.115905
1091,23.629354,7.1226163,33.861885,2.0239348,15.112322,2.1837394
1092,22.009007,7.186457,31.799442,1.8825177,14.260931,2.2382026
1093,20.30372,7.3862195,29.757263,1.8142135,13.311814,2.2512648
1094,18.884693,7.551626,28.359632,1.7972916,12.386086,2.210017
1095,17.772991,7.783366,26.92391,1.7690092,11.503615,2.199043
1096,16.898987,8.022696,25.438347,1.7352978,10.766646,2.241297
1097,15.919865,8.018782,24.133879,1.7466458,10.152921,2.358675
1098,15.40305,8.203962,23.741215,1.6950058,9.93832,2.4347732
1099,15.508141,8.62932,23.110239,1.6961824,9.645916,2.4823878
1100,15.314686,8.93252,22.22776,1.6845742,9.365639,2.5102155
1101,16.35345,9.45223,22.834364,1.6655943,9.573879,2.6086044
1102,16.667126,9.94992,22.98739,1.6008886,9.564592,2.59117
1103,16.882456,10.214783,23.200047,1.6413143,9.770067,2.6155171
1104,16.656864,10.276772,22.84689,1.6114688,9.996282,2.6631618
1105,16.354855,10.122713,22.520126,1.5420598,10.001154,2.645641
1106,16.23667,10.189615,22.556816,1.4536088,9.969167,2.5598574
1107,16.879566,10.525479,23.1742,1.3971177,10.101995,2.4434562
1108,17.181889,10.570876,23.322884,1.3255665,10.082468,2.3148885
1109,17.022778,10.605505,23.198282,1.2520396,10.065851,2.1860824
1110,16.789248,10.529362,22.976332,1.2165823,9.92564,2.1225808
1111,16.872458,10.517867,22.896685,1.1736453,9.78294,2.0419915
1112,16.502785,10.611608,22.5085,1.1293701,9.581786,1.9556162
1113,17.052198,10.714738,22.916437,1.1966034,9.447498,1.9298575
1114,17.137304,10.823906,23.157455,1.2090807,9.241758,1.9098549
1115,17.202763,10.936203,23.042337,1.2290156,9.0923605,1.8949362
1116,16.98355,10.753227,22.902792,1.2962589,9.016895,1.9151838
1117,17.18091,10.567548,22.723406,1.3047508,9.145649,1.9551497
1118,18.027596,10.603097,23.360117,1.2778952,9.401139,1.9738764
1119,19.30738,10.818651,24.26075,1.3997327,9.460393,2.0460365
1120,19.652443,10.963861,24.513424,1.4765065,9.375575,2.050264
1121,20.068838,11.062624,24.78294,1.4782879,9.421025,2.0746682
1122,20.579578,11.2840605,24.788754,1.4755803,9.414446,2.1828184
1123,20.854218,11.313368,24.770964,1.5165213,9.599288,2.262364
1124,20.640387,11.058667,24.35036,1.5382227,9.596047,2.2876773
1125,19.967695,10.554222,23.575562,1.5940547,9.485287,2.2805543
1126,19.268276,10.039614,22.978155,1.670091,9.304142,2.254268
1127,18.662655,9.474977,22.229961,1.7082542,9.0911255,2.3242846
1128,18.053373,8.906369,21.589533,1.767779,8.944433,2.338931
1129,18.007284,8.547513,21.229311,1.7901822,9.131586,2.3943865
1130,17.867636,8.345853,20.80616,1.7877506,9.164514,2.4311118
1131,18.30596,8.44076,20.65807,1.7692032,9.387432,2.4961615
1132,18.995087,8.587766,21.217993,1.924571,9.589801,2.8696096
1133,20.14196,8.8618555,22.176823,2.0928175,9.996954,3.3161907
1134,21.105156,8.802747,22.813866,2.2157798,10.373846,3.5040467
1135,21.878637,8.977498,23.983545,2.20695,10.441181,3.8076756
1136,22.734331,8.866767,24.76528,2.3023126,10.681831,3.971243
1137,24.826113,8.6811,25.995108,2.363793,11.6111145,4.346788
1138,26.207924,9.031978,27.035852,2.4516904,12.15811,4.5768037
1139,26.653992,9.136298,27.571838,2.4059865,12.284804,4.6596913
1140,26.529278,9.256484,28.378397,2.3246388,12.458205,4.7413297
1141,26.749928,9.135562,28.813349,2.2239344,12.642927,4.9710217
1142,26.473711,9.193051,29.676636,2.1170094,12.503378,5.229062
1143,25.83838,9.143714,30.000004,1.9684165,12.266582,5.1969895
1144,25.047125,8.924254,30.114733,1.8916533,11.917897,5.0837536
1145,24.346584,8.672611,30.01612,1.8184358,11.46074,4.9216576
1146,23.459106,8.346814,29.563845,1.7104868,11.022236,4.6490703
1147,22.91121,8.409885,29.546665,1.5888287,10.680199,4.6028185
1148,22.777582,8.498329,29.826677,1.5058563,10.610247,4.600661
1149,22.501709,8.87986,29.881935,1.4941001,10.368546,4.5811725
1150,22.157711,9.29939,29.834272,1.485091,10.102989,4.600507
1151,21.448126,9.460562,29.81472,1.5684677,9.774413,4.49906
1152,20.70952,10.13363,30.484303,1.6633639,9.452049,4.3308735
1153,20.525385,10.326915,31.007885,1.6678989,9.214245,4.1739917
1154,21.143408,10.678599,31.859324,1.7063112,9.360477,4.078064
1155,21.00934,10.867197,32.37319,1.7172513,9.366817,3.9781015
1156,21.257643,11.077743,33.234226,1.7581702,9.593488,3.9280462
1157,21.813541,11.29752,33.565857,1.8167799,9.724734,3.8648717
1158,22.84391,11.830878,34.413265,1.9303414,9.944517,3.98927
1159,23.287445,12.344744,35.049744,2.027899,10.021242,3.9433942
1160,23.957592,13.083973,36.231335,2.1577632,9.976437,4.0271325
1161,24.942104,13.665074,37.509193,2.2035522,10.722997,4.0896893
1162,26.685556,14.221521,39.17081,2.2901266,12.232179,4.137531
1163,27.345821,14.290934,39.34945,2.253277,12.998516,4.1734858
1164,27.402437,14.068988,38.95561,2.2361255,13.174123,4.2476645
1165,27.241104,14.257529,39.095085,2.182719,13.295526,4.157821
1166,27.245653,14.53038,39.104576,2.1588,13.2049055,4.059905
1167,27.53226,15.021726,39.492977,2.2479632,13.499135,4.207191
1168,27.746016,15.288288,39.228348,2.2606535,13.836509,4.161905
1169,28.2647,15.197936,38.62158,2.1795669,14.113276,4.1407614
1170,28.171854,15.54948,38.398804,2.182358,14.037355,4.1325154
1171,28.127384,15.82647,38.32669,2.2853277,14.080589,4.039904
1172,27.304598,15.546343,37.064613,2.4024813,13.696479,3.901621
1173,26.747597,15.519513,36.225655,2.4764185,13.501288,3.7423825
1174,25.559498,15.196538,34.678265,2.5193512,13.011543,3.5079465
1175,25.729645,15.5006485,34.007553,2.5890005,13.067318,3.440378
1176,25.861563,15.340137,33.19861,2.6228163,13.205693,3.2759018
1177,25.674923,15.366621,32.836697,2.633255,13.324474,3.1335397
1178,24.922789,14.871309,31.651632,2.7245271,13.0524235,2.97581
1179,23.83228,14.298701,30.111052,2.7121174,12.606885,2.8181696
1180,22.911373,13.579528,28.965109,2.6874888,12.033537,2.785602
1181,21.90667,12.919772,28.429447,2.604871,11.418024,2.7476203
1182,20.942657,12.46294,27.992271,2.6350286,10.825139,2.7509475
1183,20.810955,12.783401,28.682535,2.6383,10.7578335,2.7376566
1184,20.495573,12.970056,29.129633,2.5765462,10.505624,2.756612
1185,20.502903,13.744056,29.97759,2.476707,10.377497,2.8384235
1186,20.023514,14.117035,30.270922,2.4541535,10.175696,2.831675
1187,19.864023,14.889267,30.687157,2.3843315,10.18952,2.9396782
1188,19.88409,15.2474375,30.443449,2.290075,10.047508,3.4918373
1189,20.112328,15.745081,30.664394,2.1850612,10.042543,3.8269122
1190,20.593,16.014791,30.89971,2.0789945,10.091646,4.210514
1191,21.053509,16.266449,31.310003,1.9783494,10.269629,4.714365
1192,21.44472,15.988882,32.05602,1.9793128,10.267837,4.909418
1193,21.41165,16.048607,32.36265,1.951482,10.117598,5.152293
1194,21.657043,16.232672,33.23807,1.9081316,9.895199,5.4087267
1195,21.688675,16.309711,34.149532,1.8126495,9.69689,5.461623
1196,21.43256,16.250198,35.057945,1.6917948,9.470146,5.339237
1197,20.854864,15.907731,35.803787,1.6024694,9.263904,5.4698443
1198,21.33957,15.710813,37.09014,1.5383159,10.157663,5.43895
1199,21.420797,15.127312,37.47645,1.4546124,10.546175,5.2659063
1200,22.115726,14.970151,38.02413,1.3639101,11.195966,5.0597367
1201,22.553192,14.591334,37.73334,1.3555483,11.438434,4.9370804
1202,22.16436,13.936608,36.81805,1.3553623,11.572489,4.6531334
1203,22.626303,13.450524,36.488026,1.3617166,12.100821,4.655764
1204,23.092846,13.752745,36.760612,1.3723545,12.494211,4.5380726
1205,22.644184,13.8814945,36.400455,1.3852377,12.719244,4.5476155
1206,23.134144,13.752288,36.10064,1.3575515,12.958498,4.537183
1207,22.653742,13.543785,35.216423,1.3074901,12.926685,4.516729
1208,22.237976,12.931164,34.736176,1.2848994,12.731983,4.490827
1209,22.171179,12.478173,33.902267,1.2811277,12.348147,4.4147954
1210,22.65251,12.398295,33.8733,1.2899556,12.399848,4.192307
1211,22.407629,12.186581,33.109547,1.2661357,12.215982,4.201024
1212,22.16061,11.753809,31.616205,1.2258328,11.850992,4.1584506
1213,21.377502,11.472267,30.560501,1.1801053,11.447062,4.13716
1214,20.391775,11.062072,29.948092,1.2041197,10.948903,4.081507
1215,20.124928,10.732556,30.077839,1.319246,10.730924,3.8906405
1216,19.964212,10.717223,30.847794,1.6259571,10.63479,3.7432175
1217,20.224373,10.734875,31.667473,1.7622604,10.410183,3.548075
1218,20.781784,11.150003,32.777706,1.8285468,10.704565,3.5036771
1219,20.975449,11.138437,33.161606,1.987242,10.839967,3.4638228
1220,22.119026,11.666872,34.62382,2.1044912,11.843886,3.387631
1221,22.615324,11.76028,35.64112,2.286569,12.414744,3.2933497
1222,23.018196,11.729177,36.226597,2.3539302,12.73123,3.3248565
1223,23.308287,11.57701,35.644886,2.2998164,12.6231365,3.2985954
1224,23.803448,11.527927,35.922,2.26602,12.768182,3.1690984
1225,23.833923,11.306077,35.79135,2.2943096,12.6232605,3.0538895
1226,23.941319,11.162263,36.04953,2.2648864,12.375749,2.917017
1227,24.173359,11.011939,36.212105,2.3446698,12.439716,2.8928225
1228,24.4386,10.838036,37.158028,2.5384328,12.836065,2.8187492
1229,24.878216,10.750891,37.0527,2.5987806,12.938925,2.7555082
1230,24.941498,10.794406,37.57978,2.6241758,13.089431,2.7011347
1231,24.618713,10.649587,37.355446,2.625666,12.961375,2.830616
1232,24.918137,10.590522,37.347412,2.661477,12.998232,2.8190093
1233,25.129044,10.652555,36.91145,2.6687055,12.692016,2.7594287
1234,24.653889,10.888216,36.527847,2.8525448,12.247052,2.7077677
1235,24.730867,11.3911085,36.464848,2.9926007,12.024425,2.7041848
1236,25.172823,11.904726,36.747337,3.1026475,11.876882,2.6886556
1237,25.38645,12.571266,36.696667,3.1352572,11.668321,2.7516797
1238,25.42026,12.579079,36.534496,3.2177706,11.726257,2.860727
1239,25.578981,12.663395,36.68057,3.2770283,11.532332,2.9943936
1240,25.16332,12.66456,36.752476,3.2680383,11.174211,3.0484734
1241,24.242933,12.6531925,36.973156,3.1629374,10.757372,3.1863067
