,N_S,N_W,S_N,S_W,W_N,W_S
415,25.515017,9.171636,32.841743,2.4612951,12.4192295,8.996571
416,25.952158,9.138299,33.1017,2.3753376,12.286493,9.492923
417,25.710627,8.890856,32.574673,2.2255569,12.007298,9.852176
418,26.019636,9.1007595,32.664925,2.2742982,11.961419,10.384084
419,26.854357,9.11419,33.356697,2.4024217,12.752251,10.256915
420,26.631414,9.269531,33.375435,2.4287615,12.899088,9.998012
421,26.126194,9.315567,33.54438,2.4421628,12.826995,9.450159
422,26.106451,9.188516,33.401714,2.589198,12.739558,8.966287
423,26.063414,9.188313,32.884842,2.6162899,12.544536,8.493474
424,26.512869,8.9657755,32.739677,2.5221186,12.845745,7.8631907
425,26.884048,8.875473,33.11491,2.499004,13.292548,7.3686748
426,26.748102,8.704443,32.723373,2.5692468,13.274779,7.2020946
427,25.952242,8.574785,31.882559,2.6008863,12.907853,7.135683
428,25.095076,8.268729,31.401802,2.558156,12.476363,6.989205
429,24.396221,7.874905,30.666094,2.4235837,12.023663,6.753231
430,23.743437,7.407428,29.936775,2.2837121,11.766768,6.3810797
431,23.467604,7.057979,29.692728,2.1477609,11.890509,5.866151
432,24.074606,6.9995685,29.75408,2.1164198,12.321393,5.5060573
433,24.449091,7.0925775,29.630562,2.1087265,12.295558,5.4672403
434,24.598381,7.097511,29.129654,2.2113123,12.027735,5.4209566
435,24.984232,7.0420823,28.538996,2.285154,11.858786,5.7143164
436,25.259922,6.8634415,27.73966,2.2419152,11.573696,6.0874305
437,25.662273,6.791335,27.393919,2.1257086,11.730325,6.2821493
438,26.081615,6.881606,27.424032,2.1072295,11.976261,6.157111
439,26.977316,7.287217,28.065445,2.106796,12.590218,6.0818715
440,27.744242,7.779863,29.19471,2.1212797,13.289867,5.8933992
441,27.857561,8.226244,29.55937,2.1460433,13.464014,5.6883416
442,27.65595,8.418908,30.15271,2.3162894,13.46451,5.582276
443,27.073034,8.573977,30.269392,2.3759623,13.111846,5.596105
444,27.360897,8.760527,30.434494,2.3176177,13.037412,5.9767127
445,27.942814,8.832919,31.02183,2.328361,13.455192,6.1740026
446,28.446201,9.346903,31.681786,2.4771101,13.942997,6.25885
447,28.34307,9.643308,31.72872,2.5113165,13.94568,6.312803
448,28.363276,9.632734,31.793097,2.4275289,13.938727,6.1958504
449,28.17145,9.785048,31.810156,2.4153688,13.689908,5.8820467
450,28.074286,9.779016,31.72655,2.4497411,13.34067,5.605228
451,27.27142,9.929039,31.33136,2.4661763,12.752794,5.4079256
452,26.202114,9.918693,30.894072,2.5679033,12.075762,5.273487
453,25.466805,10.307821,30.517523,2.6212137,11.581485,5.1373873
454,24.835945,10.471373,30.343626,2.7405543,11.325463,4.9093165
455,24.732737,10.490343,30.458199,2.6977594,11.338529,4.7341523
456,24.525023,10.445669,31.001616,2.6531582,11.261916,4.6461716
457,23.894419,10.365552,31.412218,2.5578249,11.010335,4.7170773
458,23.879707,10.266565,31.974472,2.5809205,11.255414,5.114993
459,24.989725,10.497636,33.219566,2.6309643,12.119241,5.7071
460,25.747866,10.762391,33.91117,2.6491108,12.653784,6.2786236
461,26.098513,11.168331,34.438396,2.6965654,12.9957485,6.4366393
462,26.054087,11.201402,34.771545,2.7604687,12.935479,6.4300904
463,26.142298,11.098702,34.955242,2.832574,12.945287,6.266339
464,25.740377,11.012353,35.165333,2.9552417,12.798204,5.9631047
465,25.383257,11.188591,35.46573,3.1040547,12.596953,5.7337623
466,25.580719,11.256554,35.517,3.2137203,12.605437,5.511042
467,25.430855,11.145121,35.13305,3.141317,12.353349,5.1666617
468,25.346558,10.88045,34.85941,2.9567747,12.209199,5.278105
469,25.510765,10.484816,34.378494,2.8079293,12.206084,5.2910852
470,25.467924,9.919864,33.658485,2.6887584,11.92447,5.2014165
471,25.008265,9.433613,32.482243,2.7391815,11.475636,5.1961308
472,24.595476,9.261217,31.434374,2.799105,10.975603,5.3490653
473,25.50162,9.371384,31.702602,3.013092,11.922213,5.4386477
474,26.51973,9.395471,32.43309,3.0581925,12.75594,5.760586
475,26.83514,9.2945595,32.97605,3.2504241,12.955721,5.836195
476,27.148983,9.078672,33.733574,3.4740307,13.045556,6.376327
477,27.278463,9.199586,34.541714,3.7113113,13.145146,6.5488358
478,27.339306,9.017726,34.77545,3.9473553,12.8953495,6.5440884
479,27.362562,9.008236,35.397293,4.1675,12.597973,6.7507377
480,27.529121,8.719263,35.807854,4.3093,12.219134,7.015909
481,27.943794,8.354287,36.59268,4.2776647,12.280832,7.142724
482,28.079924,8.204326,37.31782,4.252649,12.206914,7.4073386
483,28.640032,7.9884143,37.938293,4.175232,12.217439,7.4604664
484,28.941269,7.959672,38.750164,4.126353,12.241314,7.6646123
485,29.005623,7.9415045,39.212276,4.2046666,12.117828,7.7722626
486,29.468527,7.871863,39.246716,4.134392,12.002547,7.8189435
487,29.20353,7.9295936,39.249535,3.9814198,11.773364,7.51614
488,29.122604,8.518209,39.77788,4.052464,11.917473,7.114216
489,28.866875,9.03069,39.664165,4.312672,12.010208,6.811938
490,28.777275,9.6358385,39.908756,4.5153313,12.241946,6.6368527
491,28.961607,9.982156,40.18508,4.733056,12.509468,6.6081395
492,29.060532,10.24963,40.442448,5.234023,12.649848,6.3675547
493,28.906279,10.272711,40.07971,5.3966727,12.421863,6.6154394
494,28.727749,10.337433,39.365147,5.4125004,12.104237,6.641882
495,28.232729,10.396671,38.150146,5.331999,11.631494,6.5414653
496,28.269989,10.424643,37.621872,5.135658,11.52996,6.413563
497,28.346329,10.209963,37.193905,4.9417763,11.365341,6.3223352
498,28.378527,10.116611,36.61108,4.928021,11.177387,6.0600576
499,28.184566,10.25682,36.72773,5.1971636,11.076082,5.9545937
500,28.310604,10.799998,36.86739,5.4551935,11.447114,5.7992187
501,28.059402,11.049403,37.192196,5.342984,11.585464,5.575392
502,27.47979,11.019229,37.583,5.4779553,11.485249,5.4661264
503,27.140747,10.982249,38.274666,5.508249,11.661434,5.3345094
504,27.048178,10.647787,38.392986,5.424472,11.664684,5.246205
505,27.899052,10.565774,39.06164,5.2772126,12.321827,5.238496
506,28.092772,10.284629,38.926853,5.1013017,12.522288,5.4447346
507,28.580524,10.068588,38.95971,4.9202185,12.866783,5.5144563
508,29.204145,9.939371,39.31232,4.973328,13.202789,5.650277
509,28.620989,9.848974,38.91739,4.814831,13.099675,6.05164
510,27.437492,9.69114,38.84319,4.4969764,12.794756,6.2632036
511,25.650131,9.595454,38.761463,4.424593,12.36765,6.352125
512,23.893997,9.411817,38.219814,4.2264285,12.142023,6.4064655
513,22.97224,9.790959,38.220337,4.0869255,12.091618,6.783693
514,22.163189,10.051832,38.25712,3.8805194,11.990914,7.344492
515,22.236486,10.877431,39.066647,3.650549,12.59715,7.7550416
516,21.717827,11.264853,39.5251,3.4770267,12.938112,7.786387
517,20.921736,11.730645,40.41004,3.24193,12.9454155,7.7850337
518,20.086552,11.756884,40.642044,3.3458095,12.610334,7.7027464
519,20.465021,12.035948,41.186836,3.2837536,12.9292345,7.86697
520,20.824978,12.114448,41.245197,3.2919414,13.101956,8.619223
521,21.392124,12.29867,41.650505,3.1361241,13.427728,9.520314
522,21.467728,12.581548,41.558056,2.9913266,13.248338,10.690486
523,21.516981,12.926653,41.41394,3.1118484,13.043037,11.55924
524,21.441961,13.400635,41.47123,3.1346765,12.789227,12.1127
525,21.337719,13.981582,41.760803,3.1045697,12.340784,12.825423
526,21.002295,14.195713,41.22047,3.0962207,12.421015,13.094042
527,21.192343,14.666135,41.511246,3.0484982,12.862977,12.994711
528,21.084217,14.852499,41.232216,3.1811943,12.930175,12.593144
529,20.941435,15.2506895,41.699554,3.2714765,12.892925,12.023241
530,20.63759,15.581597,41.731487,3.3821192,12.627638,11.087391
531,21.123001,15.79651,41.86072,3.2915483,12.701425,10.561131
532,21.271633,15.614749,41.164547,3.12877,12.433824,10.8355465
533,22.000628,15.794786,41.335133,3.181623,12.665796,11.353097
534,23.3064,15.916483,41.7452,3.163169,13.554618,11.752262
535,23.891647,15.940829,41.707462,3.1078725,13.984412,11.728284
536,24.958828,16.551159,42.295006,3.0846274,14.75828,12.29178
537,25.94709,16.442602,42.212383,3.2789881,15.432781,12.832676
538,27.139664,17.090355,42.733612,3.5012467,16.08365,13.481205
539,28.22121,17.495127,43.510498,3.7917762,16.777676,13.592132
540,29.189014,17.067596,42.524292,3.7825115,16.662773,14.748189
541,29.560253,16.90453,41.846832,4.013274,16.26508,15.3666935
542,29.822855,16.353369,41.159126,4.0993905,15.83066,15.972225
543,30.117775,15.788793,40.386444,4.0990815,15.290253,16.645533
544,29.6757,15.506304,40.32346,4.3717866,14.688429,16.111868
545,29.453196,14.924566,39.48579,4.3453183,14.01834,16.469923
546,28.890608,14.952209,39.527367,4.2561026,13.408034,16.174353
547,28.934666,14.423026,38.24372,4.1870556,12.716492,16.473541
548,28.757483,13.841198,37.762245,4.5200024,12.017653,15.74976
549,29.340399,13.36031,38.16896,5.092009,11.709723,14.476911
550,31.167908,13.504809,39.336117,5.678283,12.710766,13.457049
551,31.637665,13.332154,39.713478,6.431738,13.152516,12.696332
552,32.122528,12.808709,39.1983,6.653622,13.346067,12.789187
553,32.654705,12.750547,39.016384,7.118652,13.775572,12.365044
554,32.938995,12.59216,38.725563,7.219441,13.805906,11.802555
555,33.12334,12.960891,38.909035,7.1804504,14.0352545,11.406258
556,33.331707,13.0076475,39.95087,7.366767,14.703398,10.762
557,32.34042,12.571404,40.3519,7.1460266,15.233997,10.454233
558,31.95756,12.097048,40.97535,7.2216854,15.548082,9.6402645
559,31.837553,11.756155,41.15222,6.934617,15.599073,9.157838
560,31.74673,11.833353,41.927105,7.2991366,15.588406,8.365674
561,33.8048,11.9852705,43.71475,7.7489753,17.146156,8.243918
562,35.760807,11.953939,45.364216,7.526386,18.605213,8.276593
563,37.43075,11.570373,45.951904,7.4463024,19.488132,9.084764
564,37.692097,11.043207,45.584995,7.824389,19.501146,9.042011
565,39.293304,11.103143,46.51155,8.11654,20.779022,8.797813
566,39.75668,10.793786,47.040024,8.082437,21.002125,8.700631
567,39.89955,10.556793,47.001766,7.606741,20.53976,8.544765
568,41.22125,10.201553,47.7429,7.0911293,21.309046,8.753287
569,40.98199,9.755454,47.581657,6.5796986,20.995646,9.005775
570,40.138065,9.654693,47.584927,5.9909687,20.650043,9.355926
571,38.24751,9.29579,46.923775,5.6378546,19.676325,9.169023
572,35.92488,8.822051,44.77324,5.3887897,18.413673,9.17158
573,35.239204,9.139464,44.094456,5.1758237,17.89238,8.890765
574,34.395557,9.042235,41.957024,4.831959,16.91248,8.251834
575,34.504253,8.912387,40.86245,4.715903,17.361464,8.190221
576,34.23523,8.828812,40.005043,4.7405195,17.147408,8.02334
577,33.451725,8.517715,38.442238,4.9713836,16.397007,7.7865505
578,32.831417,8.082377,37.364616,5.092548,15.953334,7.6773176
579,31.094217,7.7671223,36.936455,5.2617044,15.181927,7.3039045
580,29.380611,7.3679843,36.125027,5.0932794,14.347948,7.517836
581,28.04885,7.2325673,34.778717,4.9136267,13.41517,7.4901814
582,27.57421,7.031862,33.733963,4.667306,12.709588,7.114483
583,28.33827,6.963536,33.5672,4.2943716,13.180218,6.9069095
584,28.442453,7.0706778,33.46795,4.035365,13.165244,6.5338893
585,28.271791,7.149962,33.74256,3.9175496,12.874459,6.1533885
586,27.97391,7.4532065,34.225113,3.731641,12.545803,6.175353
587,27.785204,8.110353,34.87619,3.5222948,12.087458,6.2301545
588,28.26777,8.7436495,35.55903,3.4719033,12.095929,6.3645387
589,28.014423,9.283105,36.37058,3.570106,11.961532,6.552383
590,27.580015,9.413137,36.35222,3.5507188,11.619267,6.8648486
591,28.546106,9.510851,36.86468,3.6200538,12.41668,6.9239993
592,28.28773,9.651643,37.072136,3.848879,13.124289,6.9312773
593,28.590788,9.812492,37.79075,4.006482,13.970648,6.7424135
594,27.916147,9.819725,37.91582,4.165284,14.222113,6.7091246
595,27.400919,10.0147295,38.153294,4.207463,14.03794,6.501381
596,26.903345,10.207055,38.314724,4.445098,13.645943,6.47051
597,27.1105,10.428692,38.693336,4.4516788,13.436512,6.537619
598,26.972483,10.721424,39.339436,4.5427804,13.063811,6.472365
599,27.109667,10.554742,39.69272,4.673203,12.762706,6.220241
600,27.16996,11.0174465,40.151573,4.59889,12.623724,5.9681835
601,27.152887,10.978164,40.30938,4.3108997,12.399782,5.8154125
602,27.546366,10.925264,40.872673,3.9072692,12.242558,5.7892547
603,26.99181,10.555749,40.595142,3.7071855,11.995149,5.5515094
604,27.463392,10.500897,41.008766,3.3878038,12.68952,5.242703
605,27.5952,10.261169,40.805344,3.4294932,12.790331,5.000161
606,28.057878,10.249777,40.99183,3.4290552,13.273579,4.8068123
607,27.960464,9.919385,40.558372,3.4146426,13.31123,4.8036156
608,28.461222,9.5305805,40.438763,3.3409007,13.6126175,4.7706227
609,27.968697,9.228936,39.57044,3.2346265,13.483755,4.6789846
610,28.126844,9.007797,38.918865,3.3209987,13.6373825,4.8020697
611,28.433815,9.090295,38.54751,3.208878,13.630219,4.802446
612,28.440617,8.858028,38.168068,3.19364,13.409562,4.781196
613,28.599308,8.525463,38.039135,3.3888419,13.319307,4.64538
614,28.845695,8.174611,37.757656,3.6069758,13.148004,4.8575716
615,28.5522,8.015299,37.30007,3.7218833,12.7087555,5.0577717
616,27.893215,8.259119,37.34293,3.8233104,12.149274,5.1951776
617,27.865643,8.409905,37.655277,3.7404108,12.064509,5.2877955
618,28.025673,8.53461,37.778347,3.6610973,12.208901,5.1976676
619,29.106663,8.671929,38.44867,3.7430172,12.961694,5.8354764
620,30.34916,8.568605,39.304134,3.6491218,13.839264,6.3607984
621,30.794298,8.51403,39.587643,3.5690575,13.983343,7.235224
622,30.615694,8.395733,39.28157,3.5526583,13.731934,7.7329626
623,29.92199,8.113213,38.665493,3.5253227,13.4171,8.14579
624,29.615572,7.764862,38.527943,3.6002848,13.342005,8.306113
625,29.238651,7.5405164,38.65317,3.7882993,13.024919,8.786746
626,29.151604,7.3200436,38.80357,4.1475534,12.703107,9.309309
627,30.312292,7.466068,39.53837,4.827196,13.201278,10.306114
628,30.8597,8.096193,40.710144,5.564698,13.374555,10.757286
629,31.130095,8.44036,41.813934,5.8610663,13.613573,10.8384905
630,32.019863,8.582281,43.12103,6.1716337,14.387428,10.664444
631,33.17119,8.618991,44.482986,6.3991523,15.429799,10.4537325
632,33.22726,8.5152025,45.40723,6.9394875,15.617836,10.0658
633,33.568924,8.7570715,46.214767,7.441378,15.860243,9.5979
634,34.57763,8.851263,46.96937,7.6983843,16.137167,9.583789
635,34.42306,8.740655,47.19556,7.4097204,15.895922,10.116878
636,35.849274,9.476759,48.95188,7.6316853,16.821869,10.323847
637,36.902493,10.045008,50.60965,7.6538315,17.793756,10.451042
638,37.00085,10.3355465,51.362984,7.2636147,17.849916,10.454147
639,36.04882,10.201667,50.43059,6.720075,17.592564,10.444981
640,34.90717,9.791398,49.18755,6.302395,16.784414,11.019086
641,34.69109,9.547673,48.480633,5.9807496,16.885445,10.851595
642,35.34282,9.335246,48.70849,5.807701,17.895182,10.351149
643,35.772766,9.061412,48.975395,5.7928114,18.258162,10.305031
644,36.130337,8.985403,49.311638,5.7623363,18.228434,11.206292
645,37.995335,9.378232,51.00619,6.344706,19.917513,11.089341
646,38.56105,9.386335,50.632236,6.306321,20.536787,11.958506
647,38.382023,9.851079,50.157654,6.1115685,20.562454,12.902422
648,38.702194,10.647439,50.633217,5.8831363,21.226181,12.677053
649,37.30454,10.84476,49.47172,5.65458,21.251116,13.199211
650,36.578228,11.262377,48.97969,5.7364335,21.015827,13.712526
651,36.30942,12.221131,48.836075,5.758173,20.674456,14.132636
652,35.140224,12.763682,47.792828,5.517191,19.841253,15.31017
653,34.91278,13.7796545,47.63503,5.197128,18.730688,15.707268
654,34.664474,14.33009,47.854805,5.0186005,17.9371,16.00314
655,33.505478,14.436604,47.994915,4.762764,16.786673,15.344195
656,32.26643,14.156878,48.25359,4.487904,15.843638,14.256203
657,30.817738,13.546915,47.333942,4.217891,14.813881,13.170613
658,30.062588,12.943821,46.999386,4.18914,14.449499,11.743636
659,28.409306,12.603794,46.254093,4.1476593,14.087714,10.570258
660,27.346405,12.11858,45.583405,4.054265,13.600199,9.481782
661,26.208055,11.531701,44.792034,3.9384115,12.904588,8.446064
662,25.702291,10.909627,44.4746,3.7603436,12.476729,7.708398
663,25.340475,10.702683,43.825752,3.503366,11.925601,7.4098454
664,24.999672,10.481893,43.709743,3.3742461,11.550486,6.897133
665,24.658337,10.305071,43.850723,3.170146,11.2687,6.7530956
666,24.872908,10.100137,43.701126,3.0908005,11.197014,6.5125833
667,25.670668,10.409912,44.033237,2.9958758,11.755048,6.1583695
668,25.293894,10.28529,43.43473,3.0016346,12.11379,6.1015897
669,25.230713,10.541665,43.29903,2.9159048,12.397236,5.7925344
670,25.630249,10.671409,42.71538,3.1309533,12.653938,5.5379806
671,25.697506,11.063953,42.59252,3.2128723,12.530056,5.43081
672,25.875927,11.031585,42.231236,3.3188362,12.235016,5.541627
673,26.381086,10.990215,42.65648,3.387127,12.422813,5.6209493
674,26.15441,10.574027,42.05173,3.4758568,12.240638,5.5906014
675,27.286055,10.577309,42.622,3.4087577,13.078333,5.4955907
676,27.789536,10.410076,42.653725,3.306351,13.286026,5.6877785
677,28.471363,10.072731,43.00763,3.3428416,13.388198,5.998674
678,28.136307,9.820224,43.140022,3.6686795,13.095162,6.093543
679,28.062002,9.668537,43.61462,3.8443599,13.240362,5.915236
680,28.02537,9.5669775,43.102486,3.978157,12.967971,5.9893312
681,28.082195,10.084779,42.825172,4.128366,12.991284,6.104784
682,28.48353,10.804439,42.94244,4.1709394,13.055722,6.329544
683,28.79778,11.729837,43.19281,4.138859,13.198329,6.4409413
684,28.940355,12.315024,43.88956,4.066426,13.059187,6.6100907
685,28.895542,12.360707,44.418243,4.027293,12.853705,6.6309543
686,28.93655,12.469126,45.161354,3.899755,12.451508,6.7056875
687,28.871195,12.106153,45.857265,3.8375423,12.239079,7.012417
688,28.362234,12.063409,46.405567,3.7071893,11.901215,7.4526143
689,27.171455,11.750505,46.51308,3.808966,11.449688,7.7287946
690,26.081097,11.816917,46.405277,3.8336809,10.932824,7.7758417
691,26.038094,11.593021,45.868248,3.8175545,10.609512,7.7356706
692,25.985785,11.053684,44.091553,3.6645827,10.269226,8.176003
693,25.775972,10.76742,42.79689,3.5971556,10.064395,8.578216
694,26.686422,10.816074,42.31514,3.742072,10.845157,8.951655
695,27.868608,10.949152,42.475933,3.742072,11.606771,8.995486
696,29.238848,11.146292,42.810566,3.8197951,12.4636,9.37552
697,30.036,11.539704,42.916206,3.8864129,12.688241,11.085401
698,30.913382,11.610171,43.12403,4.106561,13.009258,11.725136
699,31.220238,11.465952,43.249832,4.2995195,12.870713,13.339598
700,32.85774,12.195157,44.587883,4.413417,14.592916,13.541841
701,33.305286,12.345806,44.66814,4.254942,15.889558,13.909702
702,32.931786,11.996855,43.88518,4.3631563,16.273226,14.397837
703,34.315926,11.797148,44.46572,4.7404103,17.739376,13.763924
704,35.231995,11.957396,45.41774,4.7006197,18.317583,13.655221
705,35.64987,12.520869,46.37398,4.637198,18.53438,12.973338
706,36.151657,12.547417,46.78613,4.556044,18.857683,11.93965
707,36.040092,12.724136,46.318264,4.4752917,18.518597,11.835682
708,37.919865,14.043862,47.95193,4.3982606,20.689404,11.050119
709,37.9624,14.758506,48.087753,4.163375,21.68258,11.09488
710,38.393208,15.370131,48.71558,4.1706924,22.727259,10.452011
711,37.33736,15.542004,49.345966,4.4352326,22.59109,10.489458
712,35.953533,15.013247,47.864998,4.348814,22.141142,11.064763
713,36.982204,15.239995,48.491753,4.2207594,23.865448,10.719722
714,36.39497,15.282789,48.040684,4.2881083,24.388842,11.158353
715,36.59286,14.905394,47.577946,4.191827,24.983208,10.751776
716,37.42395,14.96646,48.609318,4.0642114,26.058872,10.188069
717,37.107456,14.524947,48.219223,4.034438,25.742702,9.878115
718,35.570656,13.946393,47.549427,4.067854,24.54733,9.532529
719,35.99152,14.015672,48.167995,4.305266,25.276514,8.796542
720,34.846607,13.4727,47.405605,4.434257,24.803127,8.540593
721,33.218388,12.739437,46.31039,4.72024,23.540514,8.223441
722,34.118874,12.663895,46.787506,4.7915797,24.631958,7.6216216
723,33.45319,12.677637,46.241608,4.619096,24.88999,7.7237787
724,33.87113,12.485552,46.59227,4.4757996,25.64458,7.6485605
725,34.418697,11.943572,46.28139,4.241024,25.608679,7.7334347
726,35.499485,12.288858,46.847927,3.9717932,25.886433,8.298817
727,37.19331,12.805653,48.2039,3.6421473,27.03857,8.213752
728,37.66675,13.215305,48.45922,3.407029,26.697973,8.843201
729,36.66655,12.962571,46.979362,3.2455983,25.458517,8.75438
730,34.644672,12.289538,45.337914,2.99366,23.657763,8.231002
731,31.877617,11.402314,42.918705,2.7034035,21.65667,7.5199122
732,29.569021,10.472835,40.441578,2.5526175,19.638725,6.733462
733,28.637514,9.796861,39.09805,2.4942143,18.104927,6.2348914
734,27.771873,9.300188,37.84255,2.3527415,16.611956,5.641183
735,26.641735,8.67135,36.50434,2.2150428,15.38011,5.0164824
736,24.922438,8.001539,34.50887,2.0382085,14.138356,4.5531955
737,23.277409,7.3660564,32.724873,1.9419953,13.225298,4.067442
738,22.739922,6.991256,31.415384,1.9448626,12.555863,3.6457524
739,22.75772,6.586957,30.661108,2.108833,12.052124,3.2824311
740,22.713684,6.19273,29.70252,2.27463,11.599564,3.202003
741,22.273342,5.810031,28.383682,2.4813282,11.134464,3.1152885
742,22.24934,5.8488083,28.839905,2.5560906,10.851824,3.011183
743,21.999825,5.7582197,28.618908,2.496082,10.608271,2.995346
744,21.228533,5.5803943,27.735903,2.3530347,10.559891,2.9313228
745,20.550278,5.544939,27.871988,2.258871,10.653923,2.8168359
746,20.686087,5.5728364,27.64062,2.1521819,10.589077,2.6753337
747,20.654236,5.5658336,27.552393,2.046599,10.376402,2.5354578
748,20.128887,5.6538405,27.31042,1.9473121,10.056802,2.423489
749,19.80826,5.6036973,27.137354,1.8564967,9.75627,2.5671566
750,19.979965,5.583198,26.784407,1.7359012,9.614328,2.642566
751,19.758776,5.468117,26.230536,1.6457075,9.401747,2.7718089
752,19.641285,5.5728664,26.032986,1.5788215,9.299768,2.9163039
753,19.452217,5.5618167,26.366522,1.6198683,9.135079,3.1176972
754,19.33248,5.844039,26.798403,1.6846647,8.98028,3.347077
755,19.583664,6.0852284,27.621292,1.7149346,9.224956,3.4405963
756,19.734682,6.4795475,28.185907,1.6768496,9.429161,3.3742232
757,20.25863,6.576178,28.74649,1.6403031,9.520889,3.2203825
758,20.391825,6.481077,28.870909,1.5658648,9.450681,3.4213152
759,20.203087,6.2715483,28.337292,1.5127474,9.320824,3.4518135
760,20.424755,6.269564,27.793043,1.654195,9.14134,3.827334
761,20.459974,6.1197305,27.155037,1.825352,8.9306965,4.0323095
762,20.626516,6.392905,27.389112,1.8667831,9.03966,4.0810304
763,20.626823,6.757412,28.156847,1.9634954,9.0222,4.169521
764,21.307055,6.9378567,28.961819,2.091283,9.357062,4.1778884
765,21.72027,6.899099,29.804764,2.1870506,9.594054,4.186458
766,21.813667,6.905728,30.522764,2.4006917,9.704862,4.2411556
767,22.510622,6.853998,31.251818,2.6804092,10.081011,4.3703313
768,23.095314,6.9226303,32.391834,2.8929284,10.499518,4.646474
769,24.464182,7.337062,34.344666,3.0543342,11.735407,4.8483243
770,25.289175,7.7103834,36.13257,3.4265673,12.3387165,5.0965896
771,25.933392,8.287483,37.847004,3.597722,12.620583,5.3621426
772,26.677511,8.8317,38.631615,3.6361303,12.675821,5.574262
773,26.669542,9.097145,39.2086,3.5835817,12.455974,5.593906
774,26.919827,9.23952,40.1829,3.477174,12.570629,5.592273
775,26.99064,9.36181,41.216537,3.3987365,12.513407,5.524722
776,27.163216,9.73958,42.19637,3.546696,12.483586,5.5178113
777,26.658524,9.967693,42.95709,3.8300421,12.218473,5.2676773
778,26.3525,10.5563,43.747734,3.9147952,12.352262,4.926332
779,25.465212,10.770496,44.154976,3.818176,12.147151,4.58651
780,25.83529,10.605917,44.577827,3.7225204,12.541094,4.2278275
781,25.459354,10.342119,44.62189,3.6849878,12.484952,3.955456
782,24.991072,9.988233,44.23268,3.7398643,12.190474,3.708452
783,25.25333,9.7610445,44.27094,3.7444642,12.309435,3.7205715
784,25.312517,9.571169,44.44777,3.7217822,12.176735,3.7983246
785,25.89131,9.6045885,44.53181,3.6277206,12.328371,3.9641776
786,26.174995,9.849768,44.938293,3.6018832,12.340877,4.129419
787,26.727686,10.296589,45.464466,3.5115433,12.503174,4.144275
788,26.137348,10.713638,45.3596,3.3896794,12.574701,4.255814
789,26.3644,10.853465,45.450512,3.155284,13.116528,4.324152
790,26.174257,10.976823,45.533005,2.912381,13.194695,4.226848
791,26.146744,10.7920475,45.325535,2.7803578,13.4234085,4.167728
792,26.779081,10.6585455,45.52867,2.6735115,13.689657,4.2795177
793,26.468973,10.279103,45.47526,2.6860366,13.56448,4.3467975
794,26.224802,10.057432,45.047604,2.7263708,13.462196,4.3376036
795,26.970201,9.891408,45.011425,2.7849162,14.097157,4.4242697
796,27.3019,9.838048,44.484562,2.7507923,14.199072,4.727813
797,27.244568,9.522456,43.16534,2.8085847,13.873153,5.044233
798,27.900215,9.554906,42.66355,2.8709893,14.168609,5.256081
799,28.063135,9.974157,42.24268,3.0333536,14.058475,5.155694
800,28.558996,10.049337,42.253098,3.0998273,14.007853,4.9531336
801,28.415382,9.856638,41.617428,3.205885,13.587404,4.7886715
802,28.926897,10.011442,41.561134,3.3301835,13.476687,4.7512846
803,28.941418,10.430869,41.799637,3.5634124,13.4157505,4.7958455
804,28.746592,10.477636,42.153183,3.8027763,13.198776,4.9427643
805,28.718206,10.534997,42.2796,3.8134596,12.992182,5.1489387
806,28.719,10.3842745,42.305233,3.8965378,12.804803,5.3326297
807,28.241117,10.2171545,42.295223,3.7968652,12.507607,5.444713
808,27.749804,10.237626,42.40838,3.5915606,12.071442,5.457139
809,26.941904,10.162318,42.334835,3.3329284,11.535012,5.3576922
810,26.84767,10.374957,42.85192,3.1121182,11.532834,5.29031
811,26.173332,10.3067255,42.855255,2.9812644,11.431026,5.754551
812,26.902674,10.6376915,43.711674,3.060967,12.507041,6.1754537
813,27.751358,10.478516,43.94961,3.0696099,13.078401,6.5585737
814,28.24853,10.32804,43.909546,3.0383759,13.520542,6.6350756
815,28.477169,10.006609,44.05709,2.9825528,13.713852,6.720546
816,28.817654,9.735295,44.534603,2.8629727,13.905164,6.5465374
817,29.255945,9.339339,44.484386,2.7612336,14.120532,6.42134
818,29.564281,8.820734,44.387,2.7243087,14.4780445,6.1304674
819,30.076584,8.403628,44.425797,2.6826115,14.942869,5.901522
820,30.621891,7.978366,43.984608,2.5907247,15.060351,5.670969
821,30.610605,7.4890537,43.69008,2.522636,14.735153,6.0115533
822,30.908127,7.4074807,43.920265,2.662785,14.946199,6.128278
823,31.869755,7.5475106,44.59909,2.6345105,15.902589,6.264184
824,31.976206,7.4553995,44.40326,2.5053654,15.972715,6.2484727
825,31.444876,7.193467,43.645523,2.3181682,15.80683,6.2398734
826,32.172184,7.2119102,43.854935,2.1051338,16.57509,5.9455523
827,31.427992,7.078153,43.82152,1.9804108,16.578821,5.505188
828,31.487146,7.450806,43.884747,1.8697516,17.020233,5.593371
829,30.93049,7.4654756,43.378376,1.8229724,16.791386,5.4716797
830,29.406307,7.2559943,42.241974,1.8211217,16.205507,5.65415
831,28.593613,6.9373355,42.104,1.7561481,16.312557,5.6426826
832,28.22864,6.614752,41.795464,1.8812578,16.314564,5.5172443
833,27.98665,6.430498,41.68614,2.030909,16.118336,5.422186
